Config,FM ID,First Name,Second Name,Name,Permanent Club ID,Permanent Club Name,Based Club ID,Based Club Name,Loan Club ID,Loan Club Name,Date Of Birth,Nationality ID,Nationality Name,Second Nationality ID,Second Nationality Name,Third Nationality ID,Third Nationality Name,City Of Birth ID,City Of Birth Name,GK,DL,DC,DR,WBL,WBR,DM,MC,ML,MR,AML,AMC,AMR,SC,Current Ability,Potential Ability,Left Foot,Right Foot,NFE,Squad Number
"[{""a"":""Person"",""m"":""Person"",""k"":1403018,""r"":1403018},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185234,""r"":1403018},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163791,""r"":1403018},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162815,""r"":1403018}]",2000321956,Laith,Ben Hassan,Laith Ben Hassan,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,,,,,,20,14,,,,,,,70,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403023,""r"":1403023},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185240,""r"":1403023},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163796,""r"":1403023},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162820,""r"":1403023}]",2000321961,Mohamed,Reguii,Mohamed Reguii,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2005-09-16,1248894,Tunisia,,,,,,,,20,,,12,,,,12,,5,,,,78,-6,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403024,""r"":1403024},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185241,""r"":1403024},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163797,""r"":1403024},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162821,""r"":1403024}]",2000321962,Lotfi,Touhami,Lotfi Touhami,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,20,,,16,,,,,,,,,,65,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403031,""r"":1403031},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185248,""r"":1403031},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163804,""r"":1403031},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162828,""r"":1403031}]",2000321969,Mohamed Amine,Aidi,Mohamed Amine Aidi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2004-09-15,1248894,Tunisia,,,,,,,,5,,,5,,,5,8,12,10,12,20,5,83,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403033,""r"":1403033},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185250,""r"":1403033},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163806,""r"":1403033},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162830,""r"":1403033}]",2000321971,Mohamed Amine,Ben Ncir,Mohamed Amine Ben Ncir,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2005-01-31,1248894,Tunisia,,,,,,,,,,,,,,,,,8,20,8,12,75,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403034,""r"":1403034},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185303,""r"":1403034},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163807,""r"":1403034},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162831,""r"":1403034}]",2000321972,Mohamed,Loulou,Mohamed Loulou,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2005-01-27,1248894,Tunisia,,,,,,,,,8,,,,18,20,6,,8,12,,5,83,-65,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1403035,""r"":1403035},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5185252,""r"":1403035},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1163808,""r"":1403035},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1162832,""r"":1403035}]",2000321973,Kacem,Ben Kraiem,Kacem Ben Kraiem,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,,,,,,9,16,,,11,20,11,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435667,""r"":1435667},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5316135,""r"":1435667},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190177,""r"":1435667},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189202,""r"":1435667}]",2000354243,Mohamed Amine,Harrabi,Mohamed Amine Harrabi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-02-02,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,70,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435669,""r"":1435669},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5316137,""r"":1435669},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190179,""r"":1435669},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189204,""r"":1435669}]",2000354245,Abdessalem,Akid,Abdessalem Akid,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-01-25,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,65,-6,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435670,""r"":1435670},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5316138,""r"":1435670},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190180,""r"":1435670},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189205,""r"":1435670}]",2000354246,Thameur,Abidi,Thameur Abidi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-08-15,1248894,Tunisia,,,,,,,,,,,,,,,,12,10,12,20,12,71,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435671,""r"":1435671},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5316139,""r"":1435671},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190181,""r"":1435671},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189206,""r"":1435671}]",2000354247,Hayder,Messadi,Hayder Messadi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-03-08,1248894,Tunisia,,,,,,,,,,,,,,9,12,15,14,12,20,,63,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475489,""r"":1475489},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504470,""r"":1475489},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223671,""r"":1475489},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225862,""r"":1475489}]",2000393929,Anis,Azzouz,Anis Azzouz,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-05-19,1248894,Tunisia,,,,,,,,,,,,,5,12,,,12,20,11,8,75,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475490,""r"":1475490},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504472,""r"":1475490},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223672,""r"":1475490},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225863,""r"":1475490}]",2000393930,Mohamed Aziz,Mhadhebi,Mohamed Aziz Mhadhebi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-01-31,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,75,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475491,""r"":1475491},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504475,""r"":1475491},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223673,""r"":1475491},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225864,""r"":1475491}]",2000393931,Aziz,Mahmoudi,Aziz Mahmoudi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-08-07,1248894,Tunisia,,,,,,,,,,,,,,,11,9,20,,15,15,75,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475492,""r"":1475492},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504476,""r"":1475492},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223674,""r"":1475492},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225865,""r"":1475492}]",2000393932,Karim,Trabelsi,Karim Trabelsi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2005-01-07,1248894,Tunisia,,,,,,,,,,,,,16,20,,,,11,,,75,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475494,""r"":1475494},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504481,""r"":1475494},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223676,""r"":1475494},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225867,""r"":1475494}]",2000393934,Mohamed,Jemil,Mohamed Jemil,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2005-03-20,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,75,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1475495,""r"":1475495},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5504482,""r"":1475495},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1223677,""r"":1475495},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1225868,""r"":1475495}]",2000393935,Ahmed,Keskes,Ahmed Keskes,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-08-26,1248894,Tunisia,,,,,,,,,,20,,,,,,,,,,,76,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486734,""r"":1486734},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556081,""r"":1486734},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234249,""r"":1486734},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236440,""r"":1486734}]",2000405113,Chiheb,Mallek,Chiheb Mallek,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-05-02,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,69,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486735,""r"":1486735},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556084,""r"":1486735},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234250,""r"":1486735},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236441,""r"":1486735}]",2000405114,Ahmed,Kallel,Ahmed Kallel,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-11-12,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,71,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486738,""r"":1486738},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556087,""r"":1486738},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234252,""r"":1486738},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236443,""r"":1486738}]",2000405117,Ahmed,Trabelsi,Ahmed Trabelsi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-01-17,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,64,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486739,""r"":1486739},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556088,""r"":1486739},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234253,""r"":1486739},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236444,""r"":1486739}]",2000405118,Mohamed Amine,Kechaou,Mohamed Amine Kechaou,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-03-21,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,64,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486741,""r"":1486741},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556090,""r"":1486741},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234255,""r"":1486741},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236446,""r"":1486741}]",2000405120,Mohamed Aziz,Masmoudi,Mohamed Aziz Masmoudi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-12-12,1248894,Tunisia,,,,,,,,,,20,,14,,,,,,,,,68,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486742,""r"":1486742},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556091,""r"":1486742},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234256,""r"":1486742},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236447,""r"":1486742}]",2000405121,Amine,Triki,Amine Triki,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-03-17,1248894,Tunisia,,,,,,,,,,20,,14,,,,,,,,,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486743,""r"":1486743},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556095,""r"":1486743},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234257,""r"":1486743},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236448,""r"":1486743}]",2000405122,Ayoub,Ghorbel,Ayoub Ghorbel,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,20,,,14,,,,,,,,,,65,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486746,""r"":1486746},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556098,""r"":1486746},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234259,""r"":1486746},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236450,""r"":1486746}]",2000405125,Youssef,Chakroun,Youssef Chakroun,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-01-17,1248894,Tunisia,,,,,,,,20,,,14,,,,,,,,,,68,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486747,""r"":1486747},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556100,""r"":1486747},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234260,""r"":1486747},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236451,""r"":1486747}]",2000405126,Mohamed Taher,Soussi,Mohamed Taher Soussi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-01-13,1248894,Tunisia,,,,,,,,,,,,,20,15,,,,,,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486749,""r"":1486749},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556102,""r"":1486749},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234261,""r"":1486749},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236452,""r"":1486749}]",2000405128,Bassem,Ben Moussa,Bassem Ben Moussa,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-07-10,1248894,Tunisia,,,,,,,,,,,,,20,15,,,,,,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486752,""r"":1486752},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556104,""r"":1486752},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234262,""r"":1486752},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236453,""r"":1486752}]",2000405131,Nour,Ben Abdallah,Nour Ben Abdallah,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-07-18,1248894,Tunisia,,,,,,,,,,,,,12,20,,,,16,,,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486753,""r"":1486753},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556106,""r"":1486753},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234263,""r"":1486753},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236454,""r"":1486753}]",2000405132,Moemen,Ben Salah,Moemen Ben Salah,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-01-07,1248894,Tunisia,,,,,,,,,,,,,,,11,14,15,9,20,,61,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486759,""r"":1486759},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556116,""r"":1486759},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234266,""r"":1486759},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236457,""r"":1486759}]",2000405138,Seif Eddine,Ouali,Seif Eddine Ouali,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-08-22,1248894,Tunisia,,,,,,,,,,,,,,,14,11,20,9,15,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486760,""r"":1486760},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556121,""r"":1486760},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234267,""r"":1486760},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236458,""r"":1486760}]",2000405139,Malek,Ben Mbarek,Malek Ben Mbarek,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2007-02-10,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,64,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486761,""r"":1486761},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556123,""r"":1486761},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234268,""r"":1486761},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236459,""r"":1486761}]",2000405140,Rayen,Loussaief,Rayen Loussaief,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2006-09-30,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,72,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486766,""r"":1486766},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556140,""r"":1486766},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234273,""r"":1486766},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236464,""r"":1486766}]",2000405145,Fahd,Tabassi,Fahd Tabassi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,,,,,,,,11,14,15,9,20,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486768,""r"":1486768},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556152,""r"":1486768},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234275,""r"":1486768},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236466,""r"":1486768}]",2000405147,Wissem,Ben Amor,Wissem Ben Amor,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,,1248894,Tunisia,,,,,,,,,,,,,,,14,11,20,9,15,,63,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486772,""r"":1486772},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556161,""r"":1486772},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234279,""r"":1486772},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236470,""r"":1486772}]",2000405151,Ahmed,Othmen,Ahmed Othmen,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-03-19,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,58,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486774,""r"":1486774},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556162,""r"":1486774},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234281,""r"":1486774},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236472,""r"":1486774}]",2000405153,Yahia,Ben Lachheb,Yahia Ben Lachheb,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-02-12,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,59,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486775,""r"":1486775},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556164,""r"":1486775},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234282,""r"":1486775},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236473,""r"":1486775}]",2000405154,Youssef,Sahloul,Youssef Sahloul,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-31,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,54,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486777,""r"":1486777},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556167,""r"":1486777},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234284,""r"":1486777},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236475,""r"":1486777}]",2000405156,Youssef,Chaaben,Youssef Chaaben,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-07-05,1248894,Tunisia,,,,,,,,,,20,,12,,,,,,,,,58,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486778,""r"":1486778},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556168,""r"":1486778},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234285,""r"":1486778},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236476,""r"":1486778}]",2000405157,Mohamed Amine,Chakroun,Mohamed Amine Chakroun,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-31,1248894,Tunisia,,,,,,,,,,20,,12,,,,,,,,,64,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486780,""r"":1486780},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556170,""r"":1486780},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234286,""r"":1486780},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236477,""r"":1486780}]",2000405159,Abderrahmene,Borji,Abderrahmene Borji,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-31,1248894,Tunisia,,,,,,,,20,,,12,,,,,,,,,,54,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486781,""r"":1486781},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556172,""r"":1486781},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234287,""r"":1486781},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236478,""r"":1486781}]",2000405160,Abdelmoemen,Kamoun,Abdelmoemen Kamoun,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-12,1248894,Tunisia,,,,,,,,20,,,12,,,,,,,,,,61,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486783,""r"":1486783},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556176,""r"":1486783},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234289,""r"":1486783},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236480,""r"":1486783}]",2000405162,Mohamed,Tounsi,Mohamed Tounsi,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-07-28,1248894,Tunisia,,,,,,,,,,,,,20,15,,,,,,,55,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486784,""r"":1486784},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556179,""r"":1486784},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234290,""r"":1486784},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236481,""r"":1486784}]",2000405163,Yassine,Trigui,Yassine Trigui,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-03-29,1248894,Tunisia,,,,,,,,,,,,,20,15,,,,,,,58,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486785,""r"":1486785},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556181,""r"":1486785},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234291,""r"":1486785},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236482,""r"":1486785}]",2000405164,Malek,Sahloul,Malek Sahloul,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-31,1248894,Tunisia,,,,,,,,,,,,,,20,,,,15,,,60,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486786,""r"":1486786},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556185,""r"":1486786},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234292,""r"":1486786},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236483,""r"":1486786}]",2000405165,Mohamed Habib,Assal,Mohamed Habib Assal,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-07-18,1248894,Tunisia,,,,,,,,,,,,,,,11,12,14,9,20,,56,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486788,""r"":1486788},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556192,""r"":1486788},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234294,""r"":1486788},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236485,""r"":1486788}]",2000405167,Rayen,Kammoun,Rayen Kammoun,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-08-31,1248894,Tunisia,,,,,,,,,,,,,,,12,11,20,9,14,,62,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1486790,""r"":1486790},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556194,""r"":1486790},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1234296,""r"":1486790},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1236487,""r"":1486790}]",2000405169,Ghaith,Ktari,Ghaith Ktari,90898,Club Sportif Sfaxien,90898,Club Sportif Sfaxien,,,2008-01-09,1248894,Tunisia,,,,,,,,,,,,,,,12,11,20,9,14,,59,-55,,,,
